Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Donald Byrd – Byrd In Paris,Signature (4) – SM 1039,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 5.00 of 1 votes (7 have, 92 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),97.80%,nan,nan,$571.62 
Hank Mobley – Workout,Blue Note – BLP 4080,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.53 of 19 votes (111 have, 504 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),97.10%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$455.00 
Bennie Green – Soul Stirrin',Blue Note – BLP 1599,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.72 of 18 votes (144 have, 258 want)",Mint (M),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Hackensack, New Jersey",nan,$513.69 
Booker Ervin With Dexter Gordon – Setting The Pace,"Prestige – PR 7455, Prestige – PRST 7455",US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,"Rated 3.82 of 11 votes (114 have, 90 want)",Mint (M),Sleeve: Mint (M),99.40%,nan,Plastylite,$500.00 
Jackie McLean – New Soil,Blue Note – BLP 4013,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.81 of 21 votes (139 have, 330 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.30%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$439.99 
Herbie Nichols – The Prophetic Herbie Nichols Vol. 2,Blue Note – BLP 5069,USA & Canada,"Vinyl, 10"", Album, Mono",Jazz,1955,Hard Bop,"Rated 4.80 of 5 votes (23 have, 131 want)",Good Plus (G+),Sleeve: Very Good (VG),99.90%,nan,nan,$550.00 
Clifford Brown – Memorial Album,Blue Note – BLP 1526,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul-56,"Bop, Hard Bop","Rated 4.38 of 26 votes (167 have, 287 want)",Very Good (VG),Sleeve: Very Good (VG),97.20%,WOR Studios,nan,$500.00 
The John Coltrane Quartet – Africa / Brass,Impulse! – A-6,US,"Vinyl, LP, Album, Promo, Mono",Jazz,1961,"Free Jazz, Hard Bop, Modal","Rated 5.00 of 1 votes (18 have, 196 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,nan,nan,$599.00 
"Tommy Flanagan, John Coltrane, Kenny Burrell, Idrees Sulieman – The Cats",New Jazz – NJLP 8217,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.43 of 21 votes (121 have, 487 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$425.00 
Gigi Gryce Featuring Richard Williams – The Rat Race Blues,"Prestige – NJ 8262, New Jazz – NJ 8262",US,"Vinyl, LP, Album, Reissue, Mono","Jazz, Blues",1964,"Hard Bop, Modal","Rated 5.00 of 1 votes (2 have, 14 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$425.00 
Jackie McLean – Makin' The Changes,"New Jazz – 8231, New Jazz – NJLP 8231",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.60 of 15 votes (90 have, 181 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$500.00 
Hank Mobley – No Room For Squares,Blue Note – BLP 4149,US,"Vinyl, LP, Album, Mono",Jazz,1964,Hard Bop,"Rated 4.68 of 34 votes (239 have, 630 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),96.70%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$499.99 
Tubby Hayes And The Jazz Couriers Featuring Ronnie Scott – The Jazz Couriers,Tempo Records (5) – TAP 15,UK,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.33 of 6 votes (25 have, 136 want)",Very Good (VG),Sleeve: Very Good (VG),95.20%,nan,nan,$468.00 
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BLP 1581,US,"Vinyl, LP, Album, Mono",Jazz,Dec-57,"Hard Bop, Bop","Rated 4.61 of 44 votes (295 have, 496 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.80%,Village Vanguard,Plastylite,$550.50 
The Miles Davis Quintet – Steamin' With The Miles Davis Quintet,"Prestige – 7200, Prestige – PRLP 7200",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.57 of 83 votes (836 have, 646 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.50%,nan,"Abbey Record Manufacturing Co., Inc.",$450.00 
Benny Golson – Gone With Golson,"Prestige – NJLP 8235, New Jazz – NJLP 8235",US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.70 of 10 votes (66 have, 165 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$500.00 
Dexter Gordon – A Swingin' Affair,Blue Note – BST-84133,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,"Rated 4.63 of 8 votes (108 have, 196 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$425.00 
Chet Baker – Chet,Riverside Records – RLP-1135,US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1963,"Hard Bop, Cool Jazz","Rated 5.00 of 5 votes (20 have, 203 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,Reeves Sound Studios,nan,$419.00 
The Horace Silver Quintet – Finger Poppin' With The Horace Silver Quintet,Blue Note – BLP-4008,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Bop, Hard Bop","Rated 4.44 of 48 votes (345 have, 300 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),95.20%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$418.00 
Eric Dolphy – Out To Lunch!,Blue Note – BST 84163,US,"Vinyl, LP, Album, Stereo",Jazz,Aug-64,"Hard Bop, Free Jazz, Modal, Post Bop","Rated 4.62 of 85 votes (418 have, 1185 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$502.64 
Charles Mingus – Mingus Ah Um,Columbia – CL 1370,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Bop","Rated 4.38 of 16 votes (82 have, 465 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,Columbia 30th Street Studio,nan,$499.99 
Miles Davis All Stars – Walkin',Prestige – PRLP 7076,US,"Vinyl, LP, Album, Compilation, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,nan,"Abbey Record Manufacturing Co., Inc.",$499.99 
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,Minton's Playhouse,Plastylite,$550.00 
Sonny Rollins – Tour De Force,Prestige – PRLP-7126,US,"Vinyl, LP, Album",Jazz,1958,"Bop, Hard Bop","Rated 4.53 of 15 votes (88 have, 155 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$425.00 
Sonny Rollins – Sonny Rollins Volume 1,Blue Note – BLP 1542,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1966,"Bop, Hard Bop","Rated 4.75 of 4 votes (18 have, 73 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.20%,"Van Gelder Studio, Hackensack, New Jersey",nan,$411.77 
The Jazz Messengers* – At The Cafe Bohemia Volume 2,Blue Note – BLP 1508,US,"Vinyl, LP, Album, Mono",Jazz,May-56,Hard Bop,"Rated 4.62 of 29 votes (205 have, 409 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.60%,Café Bohemia,Plastylite,$468.00 
Donald Byrd – Byrd In Flight,Blue Note – BLP 4048,US,"Vinyl, LP, Album, Mono, No P/No DG",Jazz,1966,"Hard Bop, Latin Jazz","Rated 5.00 of 1 votes (0 have, 9 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$445.15 
Thad Jones – The Magnificent Thad Jones,Blue Note – BLP 1527,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,"Rated 4.56 of 16 votes (92 have, 428 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$599.99 
"Tommy Flanagan, John Coltrane, Kenny Burrell, Idrees Sulieman – The Cats",New Jazz – NJLP 8217,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.43 of 21 votes (121 have, 487 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.50%,"Van Gelder Studio, Hackensack, New Jersey",nan,$499.00 
Wayne Shorter – Introducing Wayne Shorter,"Vee Jay Records – VJLP 3006, Vee Jay Records – VEE JAY LP 3006",US,"Vinyl, LP",Jazz,1959,Hard Bop,"Rated 3.85 of 13 votes (108 have, 241 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.00%,nan,nan,$400.00 
Jackie McLean – It's Time!,"Blue Note – 4179, Blue Note – BLP 4179",US,"Vinyl, LP, Album, Mono",Jazz,Jun-65,Hard Bop,"Rated 4.53 of 19 votes (129 have, 365 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$400.00 
Bennie Green – Walkin' And Talkin',Blue Note – BLP 4010,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.69 of 13 votes (86 have, 189 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$390.00 
Miles Davis Quartet* – The Musings Of Miles,Prestige – PRLP-7007,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1956,"Hard Bop, Bop","Rated 4.00 of 1 votes (28 have, 85 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.90%,nan,nan,$350.00 
Lou Donaldson Quintet – Swing And Soul,Blue Note – BLP 1566,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1959,"Hard Bop, Soul-Jazz","Rated 5.00 of 2 votes (9 have, 59 want)",Very Good (VG),Sleeve: Very Good (VG),99.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$382.79 
John Coltrane – Coltrane,"Prestige – LP 7105, Prestige – PRLP 7105",US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1958,Hard Bop,"Rated 4.83 of 12 votes (64 have, 241 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.80%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$330.00 
Sam Rivers – Fuchsia Swing Song,"Blue Note – 4184, Blue Note – BLP 4184",US,"Vinyl, LP, Album, Mono",Jazz,1965,"Post Bop, Hard Bop","Rated 4.41 of 22 votes (102 have, 407 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$350.00 
Hank Mobley – Soul Station,Blue Note – BLP 4031,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,"Rated 4.68 of 53 votes (239 have, 1118 want)",Good Plus (G+),Sleeve: Generic,96.60%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$395.00 
Gene Ammons All Stars* – Jammin' In Hi Fi With Gene Ammons,Prestige – 7110,US,"Vinyl, LP, Album, Mono",Jazz,Oct-57,Hard Bop,"Rated 4.00 of 2 votes (42 have, 109 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.40%,"Van Gelder Studio, Hackensack, New Jersey",nan,$333.00 
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BLP 1581,US,"Vinyl, LP, Album, Mono",Jazz,Dec-57,"Hard Bop, Bop","Rated 4.61 of 44 votes (295 have, 496 want)",Very Good (VG),Sleeve: Near Mint (NM or M-),100.00%,Village Vanguard,Plastylite,$400.00 
Harold Land – West Coast Blues!,JAZZLAND – JLP 920s,US,"Vinyl, LP, Album, Stereo, Deep Groove",Jazz,1960,Hard Bop,"Rated 5.00 of 3 votes (16 have, 36 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.00%,nan,nan,$375.00 
Wayne Shorter – Night Dreamer,Blue Note – BST 84173,US,"Vinyl, LP, Album",Jazz,1964,Hard Bop,"Rated 4.46 of 37 votes (144 have, 502 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$325.00 
Lee Morgan – Search For The New Land,Blue Note – BLP 4169,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1966,Hard Bop,"Rated 4.64 of 11 votes (98 have, 247 want)",Mint (M),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$395.00 
Art Farmer Quintet Featuring Gigi Gryce – Art Farmer Quintet Featuring Gigi Gryce,Prestige – PRLP 7017,US,"Vinyl, LP, Album, Mono, Deep Groove",Jazz,1956,"Bop, Hard Bop, Cool Jazz","Rated 4.50 of 6 votes (31 have, 161 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$375.00 
The Hank Bagby Soultet – Opus One,"Protone Hi-Fi Records And Recorded Tapes – HBS-133-LP, Protone Hi-Fi Records And Recorded Tapes – 133-LP",US,"Vinyl, LP, Album, Mono",Jazz,1964,"Modal, Hard Bop, Soul-Jazz","Rated 4.40 of 5 votes (16 have, 86 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,nan,nan,$359.99 
"Stanley Turrentine – Up At ""Minton's"", Vol. 2",Blue Note – BLP 4070,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.55 of 11 votes (89 have, 167 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,Minton's Playhouse,Plastylite,$350.00 
John Coltrane – A Love Supreme,Impulse! – AS-77,US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.67 of 12 votes (52 have, 375 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$350.00 
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Mono, NY23, First Press",Jazz,Sep-57,Hard Bop,"Rated 4.60 of 5 votes (23 have, 103 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$325.00 
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress",Jazz,1958,Hard Bop,"Rated 4.82 of 34 votes (315 have, 258 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.60%,nan,"Abbey Record Manufacturing Co., Inc.",$319.99 
Jackie McLean – Destination... Out!,Blue Note – BLP 4165,US,"Vinyl, LP, Album, Mono",Jazz,Oct-64,"Hard Bop, Post Bop","Rated 4.53 of 43 votes (176 have, 494 want)",Very Good (VG),Sleeve: Good Plus (G+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$369.36 
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Mono",Jazz,Jul-56,Hard Bop,"Rated 4.60 of 20 votes (149 have, 365 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.50%,Birdland,Plastylite,$350.00 
Miles Davis – Milestones,Fontana – TFL 5035,UK,"Vinyl, LP, Album, Mono",Jazz,1958,"Modal, Hard Bop","Rated 4.41 of 17 votes (156 have, 342 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$345.00 
Donald Byrd – Royal Flush,"Blue Note – ST-84101, Blue Note – BST 84101",US,"Vinyl, LP, Album, Stereo",Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.65 of 17 votes (123 have, 260 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,nan,nan,$399.99 
The Horace Silver Quintet – Horace-Scope,Blue Note – BLP 4042,US,"Vinyl, LP, Album, Mono",Jazz,Sep-60,Hard Bop,"Rated 4.29 of 48 votes (354 have, 269 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$349.99 
Kenny Dorham And The Jazz Prophets – Vol. 1,ABC-Paramount – ABC-122,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,1956,Hard Bop,"Rated 4.70 of 10 votes (68 have, 130 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,nan,nan,$375.00 
Sonny Rollins – Sonny Rollins Volume 1,Blue Note – BLP 1542,US,"Vinyl, LP, Album, Mono",Jazz,Jan-57,"Bop, Hard Bop","Rated 4.35 of 20 votes (101 have, 256 want)",Very Good (VG),Sleeve: Good Plus (G+),96.40%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$389.40 
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1395 have, 3679 want)",Very Good (VG),Sleeve: Good (G),98.90%,nan,nan,$350.00 
John Coltrane And Johnny Hartman – John Coltrane And Johnny Hartman,Impulse! – A-40,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1963,"Ballad, Vocal, Hard Bop","Rated 4.38 of 60 votes (496 have, 654 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.50%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$324.41 
Leo Parker – Let Me Tell You 'Bout It,Blue Note – BLP 4087,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.56 of 9 votes (104 have, 157 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$399.99 
Cannonball Adderley – Somethin' Else,Blue Note – BLP 1595,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1959,"Bop, Hard Bop","Rated 4.92 of 12 votes (99 have, 388 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99 
Grant Green – Talkin' About,Blue Note – BST 84183,US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Soul-Jazz, Hard Bop","Rated 4.56 of 9 votes (86 have, 226 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$379.99 
Grant Green – Grantstand,Blue Note – BLP 4086,US,"Vinyl, LP, Album, Mono",Jazz,Feb-62,"Soul-Jazz, Hard Bop","Rated 4.34 of 29 votes (178 have, 359 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.50%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$324.41 
Miles Davis – Miles Davis And The Modern Jazz Giants,Prestige – PRESTIGE 3,US,"Vinyl, LP, 16 ⅔ RPM, Compilation",Jazz,1957,"Cool Jazz, Hard Bop","Rated 4.50 of 6 votes (24 have, 124 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.40%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$331.96 
The Johnny Griffin Quartet – Johnny Griffin,Argo (6) – LP-624,US,"Vinyl, LP, Album, Mono, Kanagaroo-Split-Pak
Vinyl, 7"", EP, Compilation",Jazz,1958,Hard Bop,"Rated 3.25 of 4 votes (27 have, 90 want)",Very Good (VG),Sleeve: Very Good (VG),99.30%,nan,nan,$319.99 
John Coltrane And Johnny Hartman – John Coltrane And Johnny Hartman,Impulse! – A-40,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1963,"Ballad, Vocal, Hard Bop","Rated 4.38 of 60 votes (496 have, 654 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),72.70%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$348.31 
Harold Land – West Coast Blues!,JAZZLAND – JLP 920s,US,"Vinyl, LP, Album, Stereo, Deep Groove",Jazz,1960,Hard Bop,"Rated 5.00 of 3 votes (16 have, 36 want)",Very Good Plus (VG+),Sleeve: Good (G),97.60%,nan,nan,$370.00 
The Horace Silver Quintet – The Stylings Of Silver,Blue Note – BLP 1562,US,"Vinyl, LP, Album, Mono",Jazz,Jul-57,Hard Bop,"Rated 4.63 of 24 votes (177 have, 184 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$336.05 
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 987 want)",Very Good (VG),Sleeve: Very Good (VG),99.50%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99 
Grant Green – Feelin' The Spirit,Blue Note – BLP 4132,US,"Vinyl, LP, Album, Mono, NY",Jazz,1963,"Hard Bop, Soul-Jazz","No Rating Yet (0 have, 16 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.90%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$330.00 
Lee Morgan – The Cooker,Blue Note – BLP 1578,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,"Rated 4.54 of 24 votes (137 have, 650 want)",Good Plus (G+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.99 
The Jazz Messengers* – At The Cafe Bohemia Volume 1,Blue Note – BLP 1507,US,"Vinyl, LP, Album, Mono",Jazz,Jan-56,Hard Bop,"Rated 4.52 of 46 votes (303 have, 435 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.50%,Café Bohemia,Plastylite,$325.00 
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Mono, 47 West",Jazz,Sep-57,Hard Bop,"Rated 4.71 of 35 votes (244 have, 369 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$399.98 
Jackie McLean – A Long Drink Of The Blues,"Prestige – 8253, New Jazz – 8253, New Jazz – NJLP 8253",US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,"Rated 4.40 of 15 votes (67 have, 175 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.20%,"Van Gelder Studio, Hackensack, New Jersey",nan,$349.99 
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 5037,US,"Vinyl, LP, 10"", Album",Jazz,1954,Hard Bop,"Rated 4.50 of 12 votes (67 have, 141 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.20%,Birdland,nan,$300.99 
Chet Baker – Chet,Riverside Records – RLP 12-299,US,"Vinyl, LP, Album, Mono",Jazz,1959,"Hard Bop, Cool Jazz","Rated 4.46 of 24 votes (143 have, 650 want)",Very Good (VG),Sleeve: Good Plus (G+),99.90%,Reeves Sound Studios,nan,$399.99 
Horace Silver – Horace Silver Trio,Blue Note – BLP 1520,US,"Vinyl, LP, Compilation, Remastered, Mono",Jazz,Oct-56,Hard Bop,"Rated 4.57 of 21 votes (102 have, 210 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.20%,WOR Studios,Plastylite,$311.99 
Art Blakey And The Jazz Messengers* – Art Blakey And The Jazz Messengers,"Blue Note – 4003, Blue Note – BLP 4003",US,"Vinyl, LP, Album, Mono",Jazz,Nov-58,Hard Bop,"Rated 4.60 of 156 votes (877 have, 1920 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$350.00 
The Miles Davis Quintet – Workin' With The Miles Davis Quintet,Prestige – PRST 7166,US,"Vinyl, LP, Album, Mono, Deep groove",Jazz,1967,"Hard Bop, Bop","No Rating Yet (3 have, 52 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.80%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$349.00 
Hank Mobley – Hank Mobley And His All Stars,Blue Note – BLP 1544,US,"Vinyl, LP, Album, Mono",Jazz,1957,Hard Bop,"Rated 4.50 of 2 votes (17 have, 131 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$398.29 
Donald Byrd – Off To The Races,Blue Note – BLP 4007,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,"Rated 4.74 of 23 votes (154 have, 465 want)",Very Good (VG),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Hackensack, New Jersey",nan,$319.99 
Lee Morgan – Leeway,Blue Note – BLP 4034,US,"Vinyl, LP, Album, Mono",Jazz,1962,Hard Bop,"Rated 5.00 of 4 votes (19 have, 137 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.00%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$400.00 
Sonny Rollins – Moving Out,Prestige – LP 7058,US,"Vinyl, LP, Album, Mono",Jazz,1956,"Bop, Hard Bop","Rated 4.29 of 21 votes (131 have, 273 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),98.30%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$349.99 
Roy Haynes With Phineas Newborn* | Paul Chambers (3) – We Three,New Jazz – NJLP 8210,US,"Vinyl, LP, Album, Mono",Jazz,May-59,"Bop, Hard Bop","Rated 4.11 of 9 votes (86 have, 315 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.40%,"Van Gelder Studio, Hackensack, New Jersey",nan,$333.00 
Eric Dolphy – Out There,"New Jazz – 8252, New Jazz – NJLP 8252",US,"Vinyl, LP, Album, Mono",Jazz,1961,"Hard Bop, Free Jazz, Modal","Rated 5.00 of 1 votes (13 have, 105 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.80%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$376.00 
Herbie Hancock – Maiden Voyage,"Blue Note – BST 84195, Blue Note – ST-84195",US,"Vinyl, LP, Album, Stereo",Jazz,1965,"Hard Bop, Modal","Rated 4.73 of 74 votes (630 have, 1083 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.70%,nan,Plastylite,$339.65 
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, ®",Jazz,1959,Hard Bop,"Rated 4.75 of 69 votes (312 have, 987 want)",Good (G),Sleeve: Very Good Plus (VG+),98.90%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$349.99 
