Artist_Album,Label,Country,Format,Genre,Release_Date,Style,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price,artist,album,reclabel,recyear,sleeve_cond_abbr,media_cond_abbr,seller_rating,rating,votes,haves,wants,price
Horace Silver Quintet* / Sextet* – The Jody Grind,Blue Note – BLP 4250,US,"Vinyl, LP, Album, Mono, Gatefold",Jazz,1967,"Soul-Jazz, Hard Bop",Good Plus (G+),Sleeve: Very Good (VG),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$40.00,Horace Silver Quintet* / Sextet* , The Jody Grind,Blue Note ,67,VG,G+,0.998,4.42,52.0,381,230,40.0
Jimmy Smith – House Party,Blue Note – BLP 4002,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Hard Bop, Bop",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.5%,Manhattan Towers,,$40.00,Jimmy Smith , House Party,Blue Note ,58,VG+,G+,0.995,4.38,24.0,267,214,40.0
Stan Getz And J.J. Johnson – At The Opera House,Verve Records – MG V-8265,US,"Vinyl, LP, Album, Mono",Jazz,1957,"Bop, Hard Bop",Mint (M),Sleeve: Very Good Plus (VG+),99.3%,Shrine Auditorium,,$40.00,Stan Getz And J.J. Johnson , At The Opera House,Verve Records ,57,VG+,M,0.993,4.08,40.0,392,83,40.0
Hank Mobley – The Flip,Blue Note – BST 84329,US,"Vinyl, LP, Album, Stereo",Jazz,1970,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Studios Barclay,,$40.00,Hank Mobley , The Flip,Blue Note ,70,VG,VG+,1.0,4.28,29.0,317,168,40.0
Mundell Lowe – Satan In High Heels,Charlie Parker Records – PLP-406,US,"Vinyl, LP, Album, Mono","Jazz, Stage & Screen",1961,"Soundtrack, Bop, Big Band, Hard Bop, Cool Jazz",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Mundell Lowe , Satan In High Heels,Charlie Parker Records ,61,NM or M-,NM or M-,1.0,4.2,10.0,86,50,40.0
"Hank Mobley, Billy Root, Curtis Fuller, Lee Morgan – Another Monday Night At Birdland",Roulette – SR 52022,US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Birdland,,$40.00,"Hank Mobley, Billy Root, Curtis Fuller, Lee Morgan ", Another Monday Night At Birdland,Roulette ,59,VG+,VG+,0.997,4.0,2.0,41,97,40.0
Milt Jackson – Bags & Flutes,Atlantic – 1294,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,,$40.00,Milt Jackson , Bags & Flutes,Atlantic ,59,VG,VG+,1.0,4.14,7.0,126,45,40.0
Clark Terry / Kenny Dorham – Top Trumpets,Jazzland – JLP 10,US,"Vinyl, LP, Compilation",Jazz,1960,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Clark Terry / Kenny Dorham , Top Trumpets,Jazzland ,60,VG+,VG+,0.996,4.67,6.0,34,15,40.0
Jaki Byard – Out Front!,Prestige – PR 7397,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Jaki Byard , Out Front!,Prestige ,65,VG+,VG,0.995,4.71,7.0,62,86,40.0
The Thelonious Monk Quartet – Monk's Dream,Columbia – CS 8765,US,"Vinyl, LP, Album, Stereo, Pitman Pressing",Jazz,1963,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,,"Columbia Records Pressing Plant, Pitman",$40.00,The Thelonious Monk Quartet , Monk's Dream,Columbia ,63,VG+,VG+,0.997,4.67,6.0,49,79,40.0
The Horace Silver Quintet – Silver's Serenade,Blue Note – BLP 4131,US,"Vinyl, LP, Album, Repress, Mono",Jazz,1963,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),99.9%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$40.00,The Horace Silver Quintet , Silver's Serenade,Blue Note ,63,VG+,VG,0.9990000000000001,5.0,4.0,24,28,40.0
Thelonious Monk Quartet Plus Two – At The Blackhawk,Riverside Records – RLP 12-323,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,Black Hawk (2),,$40.00,Thelonious Monk Quartet Plus Two , At The Blackhawk,Riverside Records ,60,G+,VG+,1.0,4.43,14.0,280,137,40.0
Hank Mobley – Reach Out!,Blue Note – BST 84288,US,"Vinyl, LP, Album, Gatefold",Jazz,1968,"Hard Bop, Instrumental",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey","All Disc Records, Inc.",$40.00,Hank Mobley , Reach Out!,Blue Note ,68,VG+,NM or M-,0.998,3.88,25.0,265,119,40.0
Gil Evans Orchestra* Featuring Cannonball Adderley – New Bottle Old Wine,World Pacific Records – STEREO-1011,US,"Vinyl, LP, Stereo, Album",Jazz,1958,"Hard Bop, Soul-Jazz",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Gil Evans Orchestra* Featuring Cannonball Adderley , New Bottle Old Wine,World Pacific Records ,58,NM or M-,NM or M-,1.0,4.33,3.0,50,115,40.0
John Coltrane – The Last Trane,"Prestige – PRST 7378, Prestige – PRST 7378",US,"Vinyl, LP, Album, Remastered, Stereo",Jazz,1965,Hard Bop,Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",,$40.00,John Coltrane , The Last Trane,Prestige ,65,VG+,VG,1.0,5.0,2.0,13,20,40.0
Dave Pike – It's Time For Dave Pike,Riverside Records – RLP 360,US,"Vinyl, LP, Album, Mono",Jazz,1961,"Bop, Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Plaza Sound Studios,,$40.00,Dave Pike , It's Time For Dave Pike,Riverside Records ,61,VG+,VG+,1.0,3.83,6.0,65,76,40.0
Dizzy Gillespie – Dizzy On The French Riviera,Philips – PHM 200-048,US,"Vinyl, LP, Mono",Jazz,Sep 1962,"Bop, Hard Bop, Afrobeat, Swing",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Dizzy Gillespie , Dizzy On The French Riviera,Philips ,62,VG+,NM or M-,1.0,4.14,7.0,132,33,40.0
Cannonball Adderley Quartet – Cannonball Takes Charge,Riverside Records – RLP 12-303,US,"Vinyl, LP, Mono",Jazz,1959,"Hard Bop, Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.2%,,,$40.00,Cannonball Adderley Quartet , Cannonball Takes Charge,Riverside Records ,59,VG+,VG+,0.972,4.38,13.0,182,71,40.0
Donald Byrd – At The Half Note Cafe (Volume 1),"Blue Note – 84060, Blue Note – BST 84060",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,Very Good (VG),Sleeve: Not Graded,99.3%,Half Note,,$40.00,Donald Byrd , At The Half Note Cafe (Volume 1),Blue Note ,66,,VG,0.993,4.0,2.0,27,50,40.0
Art Blakey's Jazz Messengers* With Sabu* – Art Blakey's Jazz Messengers With Sabu,Josie – JJM-3501,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1962,"Afro-Cuban Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,,,$40.00,Art Blakey's Jazz Messengers* With Sabu* , Art Blakey's Jazz Messengers With Sabu,Josie ,62,VG+,NM or M-,0.998,4.25,4.0,18,71,40.0
Rolf Ericson And His American Stars – Visby Groove Alley / Flight To Jordan,Metronome – MEP 192,Sweden,"Vinyl, 7"", 45 RPM, EP",Jazz,1956,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Rolf Ericson And His American Stars , Visby Groove Alley / Flight To Jordan,Metronome ,56,VG+,VG+,1.0,5.0,1.0,17,3,40.0
Nat Adderley – Little Big Horn!,"Riverside Records – RS 9474, Orpheum Productions, Inc. – RS 9474",US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Hard Bop, Soul-Jazz",Very Good Plus (VG+),Sleeve: Very Good (VG),99.7%,,,$40.00,Nat Adderley , Little Big Horn!,Riverside Records ,66,VG,VG+,0.997,,,8,13,40.0
Sonny Rollins – Brass / Trio,Verve Records – V6-8430,US,"Vinyl, LP, Album, Reissue, Stereo, Terre Haute Pressing",Jazz,1959,"Big Band, Hard Bop",Very Good Plus (VG+),Sleeve: Mint (M),100.0%,"Metropolitan Studios, New York","Columbia Records Pressing Plant, Terre Haute",$40.00,Sonny Rollins , Brass / Trio,Verve Records ,59,M,VG+,1.0,3.88,8.0,110,19,40.0
Philly Joe Jones* & Elvin Jones – Together!,Atlantic – SMJ-7242,Japan,"Vinyl, LP, Album",Jazz,1964,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),57.1%,,,$40.00,Philly Joe Jones* & Elvin Jones , Together!,Atlantic ,64,NM or M-,NM or M-,0.5710000000000001,4.0,1.0,4,36,40.0
Miles Davis Sextet* – Someday My Prince Will Come,Columbia – CS 8456,US,"Vinyl, LP, Album, Stereo",Jazz,1961,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$40.00,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,61,VG,VG,1.0,4.42,57.0,654,268,40.0
Mose Allison – Creek Bank,Prestige – PRLP 7152,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Mose Allison , Creek Bank,Prestige ,58,NM or M-,VG+,1.0,4.15,27.0,323,116,40.0
Milt Jackson & John Coltrane – Bags & Trane,Atlantic – 1368,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,,,$40.00,Milt Jackson & John Coltrane , Bags & Trane,Atlantic ,61,VG+,VG+,0.9990000000000001,4.2,10.0,106,171,40.0
Herb Geller – Fire In The West,Jubilee – JGS 1044,US,"Vinyl, LP, Album, Stereo",Jazz,1959,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.6%,,,$40.00,Herb Geller , Fire In The West,Jubilee ,59,NM or M-,VG+,0.996,5.0,6.0,41,22,40.0
Mose Allison – Creek Bank,Prestige – PRLP 7152,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop",Very Good (VG),Sleeve: Very Good Plus (VG+),99.4%,,,$40.00,Mose Allison , Creek Bank,Prestige ,58,VG+,VG,0.9940000000000001,4.15,27.0,323,116,40.0
Sonny Rollins – Shadow Waltz,JAZZLAND – AM 86,US,"Vinyl, LP, Album, Reissue, Mono",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Sonny Rollins , Shadow Waltz,JAZZLAND ,62,VG+,VG+,1.0,3.0,1.0,51,44,40.0
The Oscar Peterson Trio With Milt Jackson – Very Tall,Verve Records – V6-8429,US,"Vinyl, LP, Album, Stereo, Gatefold",Jazz,1962,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,MGM Record Manufacturing Division,$40.00,The Oscar Peterson Trio With Milt Jackson , Very Tall,Verve Records ,62,VG+,NM or M-,1.0,4.0,3.0,23,18,40.0
Stan Getz And The Oscar Peterson Trio – Stan Getz And The Oscar Peterson Trio,Verve Records – MG V-8251,US,"Vinyl, LP, Album",Jazz,1957,"Bop, Hard Bop, Cool Jazz",Very Good Plus (VG+),Sleeve: Very Good (VG),99.9%,,,$40.00,Stan Getz And The Oscar Peterson Trio , Stan Getz And The Oscar Peterson Trio,Verve Records ,57,VG,VG+,0.9990000000000001,4.31,32.0,227,223,40.0
Gene Ammons / Sonny Stitt – Boss Tenors: Straight Ahead From Chicago August 1961,Verve Records – V-8426,US,"Vinyl, LP, Album, Mono",Jazz,1962,"Bop, Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Gene Ammons / Sonny Stitt , Boss Tenors: Straight Ahead From Chicago August 1961,Verve Records ,62,NM or M-,VG+,1.0,4.44,25.0,217,86,40.0
The J.J. Johnson Quintet – J Is For Jazz,Columbia – CL 935,US,"Vinyl, LP, Mono",Jazz,1956,"Bop, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,,,$40.00,The J.J. Johnson Quintet , J Is For Jazz,Columbia ,56,NM or M-,NM or M-,0.996,4.13,15.0,286,44,40.0
Donald Byrd – Mustang!,"Blue Note – BST 84238, Blue Note – BLP 4238",US,"Vinyl, LP, Album, Repress, Stereo",Jazz,1970,"Hard Bop, Soul-Jazz",Very Good (VG),Sleeve: Very Good (VG),100.0%,,"All Disc Records, Inc.",$40.00,Donald Byrd , Mustang!,Blue Note ,70,VG,VG,1.0,4.25,8.0,123,110,40.0
Miles Davis – Bags Groove,"Prestige – 7109, Prestige – LP 7109",US,"Vinyl, LP, Mono",Jazz,1957,Hard Bop,Good Plus (G+),Sleeve: Very Good (VG),99.7%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$40.00,Miles Davis , Bags Groove,Prestige ,57,VG,G+,0.997,4.55,11.0,134,168,40.0
Dizzy Gillespie – Cool Breeze,"RCA Victor – EPA-432, RCA Victor – EPA 432",US,"Vinyl, 7"", 45 RPM, EP","Jazz, Latin",1952,"Mambo, Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,,$40.00,Dizzy Gillespie , Cool Breeze,RCA Victor ,52,VG,VG+,1.0,5.0,1.0,8,7,40.0
Miles Davis – Birth Of The Cool,Capitol Records – DT 1974,US,"Vinyl, LP, Album, Compilation, Remastered, Stereo, Duophonic",Jazz,1969,"Bop, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.8%,,,$40.00,Miles Davis , Birth Of The Cool,Capitol Records ,69,VG+,VG+,0.998,4.4,25.0,127,281,40.0
The Dave Bailey Sextet – One Foot In The Gutter: A Treasury Of Soul,Epic – LA 16008,US,"Vinyl, LP, Album, Mono",Jazz,1960,Hard Bop,Good Plus (G+),Sleeve: Good Plus (G+),100.0%,,,$40.00,The Dave Bailey Sextet , One Foot In The Gutter: A Treasury Of Soul,Epic ,60,G+,G+,1.0,4.67,3.0,74,90,40.0
Stan Getz – At The Shrine,Norgran Records – none,US,"6 × Vinyl, LP, 7"", 45 RPM, Album, Mono",Jazz,1955,"Bop, Hard Bop, Cool Jazz",Near Mint (NM or M-),Sleeve: Very Good (VG),93.3%,Shrine Auditorium,,$40.00,Stan Getz , At The Shrine,Norgran Records ,55,VG,NM or M-,0.9329999999999999,,,2,10,40.0
Miles Davis – Collectors' Items,"Prestige – PRLP 7044, Prestige – LP 7044, Prestige – 7044",US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop",Very Good (VG),Sleeve: Good Plus (G+),100.0%,WOR Studios,"Abbey Record Manufacturing Co., Inc.",$40.00,Miles Davis , Collectors' Items,Prestige ,58,G+,VG,1.0,4.31,16.0,153,93,40.0
Roy Ayers – Virgo Vibes,Atlantic – SD 1488,US,"Vinyl, LP, Album, Stereo, CT - Terre Haute Press",Jazz,1967,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,,"Columbia Records Pressing Plant, Terre Haute",$40.00,Roy Ayers , Virgo Vibes,Atlantic ,67,VG+,VG+,0.9990000000000001,4.36,33.0,322,402,40.0
The Cannonball Adderley Sextet* – In New York,Riverside Records – RLP 404,US,"Vinyl, LP, Album, Mono, Deepgroove label",Jazz,1962,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),97.5%,Village Vanguard,,$40.00,The Cannonball Adderley Sextet* , In New York,Riverside Records ,62,VG+,VG+,0.975,4.21,14.0,301,73,40.0
Lee Morgan – Charisma,Blue Note – BST 84312,US,"Vinyl, LP, Album, Gatefold",Jazz,1969,"Hard Bop, Latin Jazz",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Lee Morgan , Charisma,Blue Note ,69,VG,VG,1.0,4.55,47.0,357,229,40.0
Stan Getz – At The Shrine,Norgran Records – MG N 2000-2,US,"2 × Vinyl, LP, Album, Mono
Box Set",Jazz,1955,"Bop, Hard Bop, Cool Jazz",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Shrine Auditorium,,$40.00,Stan Getz , At The Shrine,Norgran Records ,55,VG,VG+,1.0,4.13,8.0,53,109,40.0
Johnny Griffin Quartet* – Night Lady,Emarcy – MGE 26001,US,"Vinyl, LP, Album, Mono",Jazz,1965,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,,,$40.00,Johnny Griffin Quartet* , Night Lady,Emarcy ,65,VG,VG+,1.0,4.0,1.0,49,27,40.0
Jimmy Smith – Bucket,Blue Note – BST-84235,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,"Soul-Jazz, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,Jimmy Smith , Bucket,Blue Note ,66,NM or M-,NM or M-,1.0,4.6,5.0,48,17,40.0
The Miles Davis Quintet – Cookin' With The Miles Davis Quintet,"Prestige – PRLP 7094, Prestige – Prestige 7094",US,"Vinyl, LP, Album, Mono, Repress",Jazz,1958,Hard Bop,Good Plus (G+),Sleeve: Generic,100.0%,,"Abbey Record Manufacturing Co., Inc.",$40.00,The Miles Davis Quintet , Cookin' With The Miles Davis Quintet,Prestige ,58,,G+,1.0,4.82,34.0,315,258,40.0
The Harold Land Quintet* – Jazz Impressions Of Folk Music,Imperial – LP 9247,US,"Vinyl, LP, Album, Mono",Jazz,1963,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.7%,,,$40.00,The Harold Land Quintet* , Jazz Impressions Of Folk Music,Imperial ,63,VG+,NM or M-,0.987,4.29,7.0,40,25,40.0
"Slide Hampton & His Orchestra* – Drum Suite (Parts I, II, III, IV, V)",Epic – BA 17030,US,"Vinyl, LP, Album, Stereo",Jazz,1962,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,,,$40.00,Slide Hampton & His Orchestra* ," Drum Suite (Parts I, II, III, IV, V)",Epic ,62,VG+,NM or M-,0.998,,,20,23,40.0
Sonny Rollins – The Best Of Sonny Rollins,Top Rank International – MJ-7013,Japan,"Vinyl, LP, Compilation, Mono",Jazz,1961,"Post Bop, Hard Bop",Near Mint (NM or M-),,57.1%,,,$40.00,Sonny Rollins , The Best Of Sonny Rollins,Top Rank International ,61,,NM or M-,0.5710000000000001,5.0,1.0,8,2,40.0
Miles Davis – Bags Groove,Prestige – 7109,US,"Vinyl, LP, Compilation, Mono",Jazz,1957,"Bop, Hard Bop",Good Plus (G+),Sleeve: Good Plus (G+),100.0%,,,$40.00,Miles Davis , Bags Groove,Prestige ,57,G+,G+,1.0,4.38,42.0,328,573,40.0
Milt Jackson & John Coltrane – Bags & Trane,Atlantic – SD 1368,US,"Vinyl, LP, Album, Reissue, Stereo",Jazz,1966,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Milt Jackson & John Coltrane , Bags & Trane,Atlantic ,66,VG+,VG+,1.0,4.27,51.0,461,279,40.0
The Jamaican Jazz Crusaders – A Live Interview And Set With The Jamaican Jazz Crusaders,JMA Records – JLP 11-101,US,"Vinyl, LP","Jazz, Non-Music",1969,"Interview, Hard Bop",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,The Jamaican Jazz Crusaders , A Live Interview And Set With The Jamaican Jazz Crusaders,JMA Records ,69,VG+,NM or M-,1.0,4.25,8.0,48,82,40.0
Joe Zawinul – Money In The Pocket,Atlantic – SD 3004,US,"Vinyl, LP, Album, Stereo",Jazz,Apr 1966,"Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,,,$40.00,Joe Zawinul , Money In The Pocket,Atlantic ,66,VG+,VG+,0.996,4.83,6.0,76,136,40.0
Monk* – Monk.,Columbia – CS 9091,US,"Vinyl, LP, Album, Stereo",Jazz,1965,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,,$40.00,Monk* , Monk.,Columbia ,65,VG+,VG+,1.0,4.33,84.0,998,284,40.0
Johnny Griffin Orchestra* – The Big Soul-Band,Riverside Records – RLP 331,US,"Vinyl, LP, Album, Mono",Jazz,1960,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),99.8%,Plaza Sound Studios,,$40.00,Johnny Griffin Orchestra* , The Big Soul-Band,Riverside Records ,60,VG,VG+,0.998,4.45,11.0,141,36,40.0
Lee Morgan – The Sidewinder,"Blue Note – BST 84157, Blue Note – ST-84157, Blue Note – 84157",US,"Vinyl, LP, Album, Stereo",Jazz,1964,Hard Bop,Very Good (VG),Sleeve: Poor (P),100.0%,,Plastylite,$40.00,Lee Morgan , The Sidewinder,Blue Note ,64,P,VG,1.0,4.72,109.0,963,813,40.0
Freddie Roach – Mo' Greens Please,Blue Note – BLP 4128,US,"Vinyl, LP, Album, Mono",Jazz,1963,"Hard Bop, Soul-Jazz",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Freddie Roach , Mo' Greens Please,Blue Note ,63,VG+,G+,0.997,4.59,17.0,142,131,40.0
The Miles Davis Quintet – Miles Smiles,Columbia – CL 2601,US,"Vinyl, LP, Album, Mono",Jazz,Jan 1967,"Hard Bop, Post Bop, Modal",Very Good (VG),Sleeve: Very Good Plus (VG+),98.2%,,"Columbia Records Pressing Plant, Pitman",$40.00,The Miles Davis Quintet , Miles Smiles,Columbia ,67,VG+,VG,0.982,4.77,31.0,394,273,40.0
Harold Mabern – Workin' & Wailin',"Prestige – PRST 7687, Prestige – PR 7687",US,"Vinyl, LP, Album, Stereo","Jazz, Funk / Soul",1969,"Soul-Jazz, Hard Bop, Modal",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,,,$40.00,Harold Mabern , Workin' & Wailin',Prestige ,69,VG+,VG+,0.9990000000000001,4.0,6.0,72,83,40.0
"Julian ""Cannonball"" Adderley* – Cannonball Enroute",Mercury – MG 20616,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,,,$40.00,"Julian ""Cannonball"" Adderley* ", Cannonball Enroute,Mercury ,61,NM or M-,NM or M-,1.0,4.04,45.0,527,69,40.0
Horace Silver Quintet* – The Jody Grind,Blue Note – BST 84250,US,"Vinyl, LP, Album",Jazz,1967,"Soul-Jazz, Hard Bop",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",,$40.00,Horace Silver Quintet* , The Jody Grind,Blue Note ,67,VG,VG+,1.0,4.45,22.0,188,124,40.0
The George Wallington Trio* – The George Wallington Trio,Savoy Records – MG-12081,US,"Vinyl, LP, Album, Mono",Jazz,1956,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$40.00,The George Wallington Trio* , The George Wallington Trio,Savoy Records ,56,VG,VG,1.0,4.0,1.0,19,23,40.0
Miles Davis – Jazz Track,Columbia – CL 1268,US,"Vinyl, LP, Mono",Jazz,Nov 1959,Hard Bop,Very Good (VG),Sleeve: Good Plus (G+),99.4%,,,$40.00,Miles Davis , Jazz Track,Columbia ,59,G+,VG,0.9940000000000001,4.5,4.0,69,82,40.0
Booker Ervin With Dexter Gordon – Setting The Pace,"Prestige – PR 7455, Prestige – PRST 7455",US,"Vinyl, LP, Album, Stereo",Jazz,1967,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,,Plastylite,$40.00,Booker Ervin With Dexter Gordon , Setting The Pace,Prestige ,67,VG+,VG+,1.0,3.82,11.0,114,90,40.0
The Jazztet – At Birdhouse,Argo (6) – LP 688,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.6%,,,$40.00,The Jazztet , At Birdhouse,Argo (6) ,61,NM or M-,VG+,0.996,3.83,6.0,98,53,40.0
The J.J. Johnson Quintet – J. J. In Person!,Columbia – CL 1161,US,"Vinyl, LP, Album, Mono",Jazz,1958,"Bop, Hard Bop",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.6%,,,$40.00,The J.J. Johnson Quintet , J. J. In Person!,Columbia ,58,NM or M-,NM or M-,0.996,3.74,23.0,344,47,40.0
Jimmy Smith – Bucket,Blue Note – BST-84235,US,"Vinyl, LP, Album, Stereo",Jazz,1966,"Soul-Jazz, Hard Bop",Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$40.00,Jimmy Smith , Bucket,Blue Note ,66,VG,VG,1.0,3.97,32.0,397,46,40.0
"Joe Henderson Quintet – At The Lighthouse ""If You're Not Part Of The Solution, You're Part Of The Problem""",Milestone (4) – MSP 9028,US,"Vinyl, LP, Album, Stereo",Jazz,1970,"Hard Bop, Modal",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"The Lighthouse, Hermosa Beach",Keel Mfg. Corp.,$40.00,Joe Henderson Quintet ," At The Lighthouse ""If You're Not Part Of The Solution, You're Part Of The Problem""",Milestone (4) ,70,G+,VG,1.0,4.31,13.0,112,167,40.0
Thelonious Monk Quintet* – 5 By Monk By 5,Riverside Records – RLP 12-305,US,"Vinyl, LP, Album, Mono",Jazz,1959,Hard Bop,Very Good (VG),Sleeve: Very Good (VG),100.0%,,,$40.00,Thelonious Monk Quintet* , 5 By Monk By 5,Riverside Records ,59,VG,VG,1.0,4.2,25.0,262,139,40.0
"Julian ""Cannonball"" Adderley* – Cannonball Enroute",Mercury – MG 20616,US,"Vinyl, LP, Album, Mono",Jazz,1961,Hard Bop,Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.9%,,,$40.00,"Julian ""Cannonball"" Adderley* ", Cannonball Enroute,Mercury ,61,NM or M-,NM or M-,0.9990000000000001,4.04,45.0,527,69,40.0
Michel Legrand – Legrand Jazz,Columbia – CL 1250,US,"Vinyl, LP, Album, Mono",Jazz,1958,Hard Bop,Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.4%,,,$40.00,Michel Legrand , Legrand Jazz,Columbia ,58,VG+,VG+,0.9940000000000001,4.39,87.0,752,240,40.0
"The Johnny Griffin And Eddie ""Lockjaw"" Davis Quintet* – Tough Tenors",Jazzland – JLP 931S,US,"Vinyl, LP, Album, Stereo",Jazz,1960,Hard Bop,Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.8%,,,$40.00,"The Johnny Griffin And Eddie ""Lockjaw"" Davis Quintet* ", Tough Tenors,Jazzland ,60,VG+,NM or M-,0.998,4.5,4.0,52,41,40.0
